term,oddsratio,pvalue,qvalue,zscore,combined_score,shared,n_shared
CD59,3.4965034965034967,0.2711773832508015,0.9992381514628387,-0.37180881254809667,0.4852038529863453,['Gardnerella'],1
FGF7,8.547008547008547,0.12925980507509166,0.8582845434050761,-0.23342517598537027,0.47757178205654854,['Agrobacterium'],1
MUC4,3.076923076923077,0.30027137703684337,1.0,-0.38768850911856506,0.4664158808562661,['Gardnerella'],1
OMD,12.820512820512821,0.09247270586801282,0.8582845434050761,-0.19118917188335446,0.45519116251105907,['Streptomyces'],1
IDH1,10.989010989010989,0.10491676279059474,0.8582845434050761,-0.1998988480628538,0.450689539765123,['Ralstonia'],1
HLA-A,6.410256410256411,0.1644538319574086,0.8739158177571381,-0.248942076208532,0.44937166612802426,['Gardnerella'],1
CYS1,15.384615384615385,0.01212965252031213,0.8582845434050761,-0.0993643036536811,0.4384054630243481,"['Streptomyces', 'Agrobacterium']",2
CFP,6.993006993006993,0.15289489287365052,0.8738792543800648,-0.2283668582670559,0.4288740030845728,['Agrobacterium'],1
HDAC2,5.9171597633136095,0.17584394525101824,0.8938154687462824,-0.23754349436005912,0.4128882086810802,['Streptomyces'],1
VEGFA,4.524886877828054,0.21976804667534328,0.9058388077708059,-0.27157243524999386,0.4114818345386855,['Streptomyces'],1
TLR1,3.1397174254317113,0.15904581546774058,0.8739158177571381,-0.21065633386506963,0.38730493498196106,"['Gardnerella', 'Streptomyces']",2
TLR10,4.524886877828054,0.21976804667534328,0.9058388077708059,-0.2553113080911529,0.386843257251461,['Gardnerella'],1
TOP2A,3.663003663003663,0.2611935117887198,0.9764385353496909,-0.2829834286160825,0.3799034763190928,['Streptomyces'],1
NOX1,3.4965034965034967,0.2711773832508015,0.9992381514628387,-0.2897452173633792,0.3781123284453936,['Streptomyces'],1
NMU,12.820512820512821,0.09247270586801282,0.8582845434050761,-0.1555235286172283,0.37027690999304735,['Streptomyces'],1
YY1,9.615384615384615,0.11717817699887885,0.8582845434050761,-0.1657556372014798,0.3553899688854067,['Streptomyces'],1
TLR7,2.079002079002079,0.4047886488954262,1.0,-0.3711941864654296,0.3357043855267589,['Gardnerella'],1
TIRAP,3.076923076923077,0.30027137703684337,1.0,-0.2747860541731822,0.33058647984071776,['Gardnerella'],1
